,mach_id,asm_id,asm_name,par_id,ile,name
2487,032P,id7905,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7908,1,"Podkładka spr. 16,2 DIN 127"
2488,032P,id7905,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7909,1,"Podkładka okr. 17,0 DIN 125"
2489,032P,id7905,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7910,1,Łożysko 6004-2Z
2490,032P,id7905,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7911,1,Łożysko 6004-2Z
2491,032P,id7905,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7912,1,20220203-4.02.01.04.02 Koło łańcuch. 2 x 10B-1 z=13
2492,032P,id7905,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7913,1,20220203-4.02.01.04.01 Półośka koła łańcuch. 2x10B-1
2493,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7920,1,"Pierścień osadczy Z-20 x 1,2 DIN 471"
2494,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7921,1,Nakrętka M16 8.8 DIN 934
2495,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7922,1,"Podkładka spr. 16,2 DIN 127"
2496,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7923,1,"Podkładka okr. 17,0 DIN 125"
2497,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7924,1,Łożysko 6004-2Z
2498,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7925,1,Łożysko 6004-2Z
2499,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7926,1,20220203-4.02.01.04.02 Koło łańcuch. 2 x 10B-1 z=13
2500,032P,id7919,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,id7927,1,20220203-4.02.01.04.01 Półośka koła łańcuch. 2x10B-1
2501,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id7990,1,032P_01.11.00.001_Polos_kola_nawrotnego
2502,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id8064,1,Lozysko_6004-2Z
2503,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id8279,1,032P_01.12.00.001_Kolo_lancuchowe_z_piasta_10B-1_z17
2504,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id8282,1,Lozysko_6004-2Z
2505,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id8322,1,DIN_471_Z20x1.2_Zn
2506,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id8325,1,DIN_125_M16_Zn_HV200
2507,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id8361,1,DIN_127_M16_Zn_HV200
2508,032P,id7939,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,id8364,1,DIN_934_M16_Zn_KL8
2509,032P,id8370,032P_01.04.00.000_Banda_boczna_krotka,id8396,1,032P_01.04.00.001_Ksztaltownik_bandy
2510,032P,id8370,032P_01.04.00.000_Banda_boczna_krotka,id8423,1,032P_01.04.00.002_Katownik_45x45x4_120
2511,032P,id8370,032P_01.04.00.000_Banda_boczna_krotka,id8474,1,032P_01.04.00.003_Ceownik_polzamkniety_30x30x2_480
2512,032P,id8370,032P_01.04.00.000_Banda_boczna_krotka,id8500,1,032P_01.04.00.002M_Katownik_45x45x4_120
2513,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8510,1,10B-1 Ogniwo A
2514,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8513,1,10B-1 Ogniwo B
2515,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8516,1,10B-1 Ogniwo A
2516,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8519,1,10B-1 Ogniwo A
2517,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8522,1,10B-1 Ogniwo A
2518,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8525,1,10B-1 Ogniwo A
2519,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8528,1,10B-1 Ogniwo A
2520,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8531,1,10B-1 Ogniwo A
2521,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8534,1,10B-1 Ogniwo A
2522,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8537,1,10B-1 Ogniwo A
2523,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8540,1,10B-1 Ogniwo A
2524,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8543,1,10B-1 Ogniwo A
2525,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8546,1,10B-1 Ogniwo A
2526,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8549,1,10B-1 Ogniwo A
2527,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8552,1,10B-1 Ogniwo A
2528,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8555,1,10B-1 Ogniwo A
2529,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8558,1,10B-1 Ogniwo A
2530,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8561,1,10B-1 Ogniwo A
2531,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8564,1,10B-1 Ogniwo A
2532,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8567,1,10B-1 Ogniwo A
2533,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8570,1,10B-1 Ogniwo A
2534,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8573,1,10B-1 Ogniwo A
2535,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8576,1,10B-1 Ogniwo A
2536,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8579,1,10B-1 Ogniwo A
2537,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8582,1,10B-1 Ogniwo A
2538,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8585,1,10B-1 Ogniwo A
2539,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8588,1,10B-1 Ogniwo A
2540,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8591,1,10B-1 Ogniwo A
2541,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8594,1,10B-1 Ogniwo A
2542,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8597,1,10B-1 Ogniwo A
2543,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8600,1,10B-1 Ogniwo A
2544,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8603,1,10B-1 Ogniwo A
2545,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8606,1,10B-1 Ogniwo A
2546,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8609,1,10B-1 Ogniwo A
2547,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8612,1,10B-1 Ogniwo A
2548,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8615,1,10B-1 Ogniwo A
2549,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8618,1,10B-1 Ogniwo A
2550,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8621,1,10B-1 Ogniwo A
2551,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8624,1,10B-1 Ogniwo A
2552,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8627,1,10B-1 Ogniwo A
2553,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8630,1,10B-1 Ogniwo A
2554,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8633,1,10B-1 Ogniwo A
2555,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8636,1,10B-1 Ogniwo A
2556,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8639,1,10B-1 Ogniwo A
2557,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8642,1,10B-1 Ogniwo A
2558,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8645,1,10B-1 Ogniwo A
2559,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8648,1,10B-1 Ogniwo A
2560,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8651,1,10B-1 Ogniwo A
2561,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8654,1,10B-1 Ogniwo A
2562,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8657,1,10B-1 Ogniwo A
2563,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8660,1,10B-1 Ogniwo A
2564,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8663,1,10B-1 Ogniwo A
2565,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8666,1,10B-1 Ogniwo A
2566,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8669,1,10B-1 Ogniwo A
2567,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8672,1,10B-1 Ogniwo A
2568,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8675,1,10B-1 Ogniwo A
2569,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8678,1,10B-1 Ogniwo A
2570,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8681,1,10B-1 Ogniwo A
2571,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8684,1,10B-1 Ogniwo A
2572,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8687,1,10B-1 Ogniwo A
2573,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8690,1,10B-1 Ogniwo A
2574,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8693,1,10B-1 Ogniwo A
2575,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8696,1,10B-1 Ogniwo A
2576,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8699,1,10B-1 Ogniwo A
2577,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8702,1,10B-1 Ogniwo A
2578,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8705,1,10B-1 Ogniwo A
2579,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8708,1,10B-1 Ogniwo A
2580,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8711,1,10B-1 Ogniwo A
2581,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8714,1,10B-1 Ogniwo A
2582,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8717,1,10B-1 Ogniwo A
2583,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8720,1,10B-1 Ogniwo A
2584,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8723,1,10B-1 Ogniwo A
2585,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8726,1,10B-1 Ogniwo A
2586,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8729,1,10B-1 Ogniwo A
2587,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8732,1,10B-1 Ogniwo A
2588,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8735,1,10B-1 Ogniwo A
2589,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8738,1,10B-1 Ogniwo A
2590,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8741,1,10B-1 Ogniwo A
2591,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8744,1,10B-1 Ogniwo A
2592,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8747,1,10B-1 Ogniwo A
2593,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8750,1,10B-1 Ogniwo A
2594,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8753,1,10B-1 Ogniwo A
2595,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8756,1,10B-1 Ogniwo A
2596,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8759,1,10B-1 Ogniwo A
2597,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8762,1,10B-1 Ogniwo A
2598,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8765,1,10B-1 Ogniwo A
2599,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8768,1,10B-1 Ogniwo A
2600,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8771,1,10B-1 Ogniwo A
2601,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8774,1,10B-1 Ogniwo A
2602,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8777,1,10B-1 Ogniwo A
2603,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8780,1,10B-1 Ogniwo A
2604,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8783,1,10B-1 Ogniwo A
2605,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8786,1,10B-1 Ogniwo A
2606,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8789,1,10B-1 Ogniwo A
2607,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8792,1,10B-1 Ogniwo A
2608,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8795,1,10B-1 Ogniwo A
2609,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8798,1,10B-1 Ogniwo A
2610,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8801,1,10B-1 Ogniwo A
2611,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8804,1,10B-1 Ogniwo A
2612,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8807,1,10B-1 Ogniwo A
2613,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8810,1,10B-1 Ogniwo A
2614,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8813,1,10B-1 Ogniwo A
2615,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8816,1,10B-1 Ogniwo A
2616,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8819,1,10B-1 Ogniwo A
2617,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8822,1,10B-1 Ogniwo A
2618,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8825,1,10B-1 Ogniwo A
2619,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8828,1,10B-1 Ogniwo A
2620,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8831,1,10B-1 Ogniwo A
2621,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8834,1,10B-1 Ogniwo A
2622,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8837,1,10B-1 Ogniwo A
2623,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8840,1,10B-1 Ogniwo A
2624,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8843,1,10B-1 Ogniwo A
2625,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8846,1,10B-1 Ogniwo A
2626,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8849,1,10B-1 Ogniwo A
2627,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8852,1,10B-1 Ogniwo A
2628,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8855,1,10B-1 Ogniwo A
2629,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8858,1,10B-1 Ogniwo A
2630,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8861,1,10B-1 Ogniwo A
2631,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8864,1,10B-1 Ogniwo A
2632,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8867,1,10B-1 Ogniwo A
2633,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8870,1,10B-1 Ogniwo A
2634,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8873,1,10B-1 Ogniwo A
2635,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8876,1,10B-1 Ogniwo A
2636,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8879,1,10B-1 Ogniwo A
2637,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8882,1,10B-1 Ogniwo A
2638,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8885,1,10B-1 Ogniwo A
2639,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8888,1,10B-1 Ogniwo A
2640,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8891,1,10B-1 Ogniwo A
2641,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8894,1,10B-1 Ogniwo A
2642,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8897,1,10B-1 Ogniwo A
2643,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8900,1,10B-1 Ogniwo A
2644,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8903,1,10B-1 Ogniwo A
2645,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8906,1,10B-1 Ogniwo A
2646,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8909,1,10B-1 Ogniwo A
2647,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8912,1,10B-1 Ogniwo A
2648,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8915,1,10B-1 Ogniwo A
2649,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8918,1,10B-1 Ogniwo A
2650,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8921,1,10B-1 Ogniwo A
2651,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8924,1,10B-1 Ogniwo A
2652,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8927,1,10B-1 Ogniwo A
2653,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8930,1,10B-1 Ogniwo A
2654,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8933,1,10B-1 Ogniwo A
2655,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8936,1,10B-1 Ogniwo A
2656,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8939,1,10B-1 Ogniwo A
2657,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8942,1,10B-1 Ogniwo A
2658,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8945,1,10B-1 Ogniwo A
2659,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8948,1,10B-1 Ogniwo A
2660,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8951,1,10B-1 Ogniwo A
2661,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8954,1,10B-1 Ogniwo A
2662,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8957,1,10B-1 Ogniwo A
2663,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8960,1,10B-1 Ogniwo A
2664,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8963,1,10B-1 Ogniwo A
2665,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8966,1,10B-1 Ogniwo A
2666,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8969,1,10B-1 Ogniwo A
2667,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8972,1,10B-1 Ogniwo A
2668,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8975,1,10B-1 Ogniwo A
2669,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8978,1,10B-1 Ogniwo A
2670,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8981,1,10B-1 Ogniwo A
2671,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8984,1,10B-1 Ogniwo A
2672,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8987,1,10B-1 Ogniwo A
2673,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8990,1,10B-1 Ogniwo A
2674,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8993,1,10B-1 Ogniwo A
2675,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8996,1,10B-1 Ogniwo A
2676,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id8999,1,10B-1 Ogniwo A
2677,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9002,1,10B-1 Ogniwo A
2678,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9005,1,10B-1 Ogniwo A
2679,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9008,1,10B-1 Ogniwo A
2680,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9011,1,10B-1 Ogniwo A
2681,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9014,1,10B-1 Ogniwo A
2682,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9017,1,10B-1 Ogniwo A
2683,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9020,1,10B-1 Ogniwo A
2684,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9023,1,10B-1 Ogniwo A
2685,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9026,1,10B-1 Ogniwo A
2686,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9029,1,10B-1 Ogniwo A
2687,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9032,1,10B-1 Ogniwo A
2688,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9035,1,10B-1 Ogniwo A
2689,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9038,1,10B-1 Ogniwo A
2690,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9041,1,10B-1 Ogniwo A
2691,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9044,1,10B-1 Ogniwo A
2692,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9047,1,10B-1 Ogniwo A
2693,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9050,1,10B-1 Ogniwo A
2694,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9053,1,10B-1 Ogniwo A
2695,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9056,1,10B-1 Ogniwo A
2696,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9059,1,10B-1 Ogniwo A
2697,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9062,1,10B-1 Ogniwo A
2698,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9065,1,10B-1 Ogniwo A
2699,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9068,1,10B-1 Ogniwo A
2700,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9071,1,10B-1 Ogniwo A
2701,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9074,1,10B-1 Ogniwo A
2702,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9077,1,10B-1 Ogniwo A
2703,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9080,1,10B-1 Ogniwo A
2704,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9083,1,10B-1 Ogniwo A
2705,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9086,1,10B-1 Ogniwo A
2706,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9089,1,10B-1 Ogniwo A
2707,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9092,1,10B-1 Ogniwo A
2708,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9095,1,10B-1 Ogniwo A
2709,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9098,1,10B-1 Ogniwo A
2710,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9101,1,10B-1 Ogniwo A
2711,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9104,1,10B-1 Ogniwo A
2712,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9107,1,10B-1 Ogniwo A
2713,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9110,1,10B-1 Ogniwo A
2714,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9113,1,10B-1 Ogniwo A
2715,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9116,1,10B-1 Ogniwo A
2716,032P,id8507,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5",id9119,1,10B-1 Ogniwo A
