"maszyna","asm_id","zespol","par_id","ilosc","name"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6163",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6164",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6165",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6166",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6167",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6168",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6169",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6170",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6171",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6172",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6173",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6174",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6175",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6176",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6177",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6178",1,"10B-1 Ogniwo A"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6179",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6180",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6181",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6182",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6183",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6184",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6185",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6186",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6187",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6188",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6189",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6190",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6191",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6192",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6193",1,"10B-1 Ogniwo B"
"032P","id6160","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6194",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6198",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6199",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6200",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6201",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6202",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6203",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6204",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6205",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6206",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6207",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6208",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6209",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6210",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6211",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6212",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6213",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6214",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6215",1,"10B-1 Ogniwo A"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6216",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6217",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6218",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6219",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6220",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6221",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6222",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6223",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6224",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6225",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6226",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6227",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6228",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6229",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6230",1,"10B-1 Ogniwo B"
"032P","id6197","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6231",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6235",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6236",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6237",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6238",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6239",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6240",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6241",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6242",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6243",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6244",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6245",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6246",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6247",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6248",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6249",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6250",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6251",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6252",1,"10B-1 Ogniwo A"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6253",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6254",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6255",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6256",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6257",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6258",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6259",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6260",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6261",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6262",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6263",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6264",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6265",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6266",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6267",1,"10B-1 Ogniwo B"
"032P","id6234","032P_01.06.00.000_Lancuch_10B-1x34_539,75","id6268",1,"10B-1 Ogniwo B"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6317",1,"Pierścień osadczy Z-20 x 1,2 DIN 471"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6366",1,"Nakrętka M16 8.8 DIN 934"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6400",1,"Podkładka spr. 16,2 DIN 127"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6432",1,"Podkładka okr. 17,0 DIN 125"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6535",1,"Łożysko 6004-2Z"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6538",1,"Łożysko 6004-2Z"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6688",1,"20220203-4.02.01.04.02 Koło łańcuch. 2 x 10B-1 z=13"
"032P","id6277","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id6734",1,"20220203-4.02.01.04.01 Półośka koła łańcuch. 2x10B-1"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6900",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6901",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6902",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6903",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6904",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6905",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6906",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6907",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6908",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6909",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6910",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6911",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6912",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6913",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6914",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6915",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6916",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6917",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6918",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6919",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6920",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6921",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6922",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6923",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6924",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6925",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6926",1,"10B-1 Ogniwo A"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6927",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6928",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6929",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6930",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6931",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6932",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6933",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6934",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6935",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6936",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6937",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6938",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6939",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6940",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6941",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6942",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6943",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6944",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6945",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6946",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6947",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6948",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6949",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6950",1,"10B-1 Ogniwo B"
"032P","id6899","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6951",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6967",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6968",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6969",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6970",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6971",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6972",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6973",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6974",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6975",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6976",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6977",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6978",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6979",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6980",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6981",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6982",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6983",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6984",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6985",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6986",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6987",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6988",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6989",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6990",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6991",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6992",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6993",1,"10B-1 Ogniwo A"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6994",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6995",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6996",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6997",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6998",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id6999",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7000",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7001",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7002",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7003",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7004",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7005",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7006",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7007",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7008",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7009",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7010",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7011",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7012",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7013",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7014",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7015",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7016",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7017",1,"10B-1 Ogniwo B"
"032P","id6966","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7018",1,"10B-1 Ogniwo B"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7028",1,"Pierścień osadczy Z-20 x 1,2 DIN 471"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7029",1,"Nakrętka M16 8.8 DIN 934"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7030",1,"Podkładka spr. 16,2 DIN 127"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7031",1,"Podkładka okr. 17,0 DIN 125"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7032",1,"Łożysko 6004-2Z"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7033",1,"Łożysko 6004-2Z"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7034",1,"20220203-4.02.01.04.02 Koło łańcuch. 2 x 10B-1 z=13"
"032P","id7027","20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13","id7035",1,"20220203-4.02.01.04.01 Półośka koła łańcuch. 2x10B-1"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7042",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7043",1,"10B-1 Ogniwo B"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7044",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7045",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7046",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7047",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7048",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7049",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7050",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7051",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7052",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7053",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7054",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7055",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7056",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7057",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7058",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7059",1,"10B-1 Ogniwo A"
"032P","id7041","032P_01.07.00.000_Lancuch_10B-1x52_825,5","id7060",1,"10B-1 Ogniwo A"
