"maszyna","asm_id","zespol","par_id","ilosc","name"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10655",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10658",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10661",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10664",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10667",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10670",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10673",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10676",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10679",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10682",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10685",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10688",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10691",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10694",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10697",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10700",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10703",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10706",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10709",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10712",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10715",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10718",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10721",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10724",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10727",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10730",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10733",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10736",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10739",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10742",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10745",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10748",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10751",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10754",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10757",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10760",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10763",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10766",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10769",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10772",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10775",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10778",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10781",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10784",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10787",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10790",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10793",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10796",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10799",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10802",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10805",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10808",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10811",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10814",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10817",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10820",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10823",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10826",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10829",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10832",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10835",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10838",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10841",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10844",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10847",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10850",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10853",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10856",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10859",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10862",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10865",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10868",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10871",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10874",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10877",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10880",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10883",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10886",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10889",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10892",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10895",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10898",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10901",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10904",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10907",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10910",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10913",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10916",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10919",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10922",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10925",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10928",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10931",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10934",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10937",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10940",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10943",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10946",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10949",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10952",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10955",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10958",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10961",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10964",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10967",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10970",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10973",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10976",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10979",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10982",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10985",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10988",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10991",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10994",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id10997",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11000",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11003",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11006",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11009",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11012",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11015",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11018",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11021",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11024",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11027",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11030",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11033",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11036",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11039",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11042",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11045",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11048",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11051",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11054",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11057",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11060",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11063",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11066",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11069",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11072",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11075",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11078",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11081",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11084",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11087",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11090",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11093",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11096",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11099",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11102",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11105",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11108",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11111",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11114",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11117",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11120",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11123",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11126",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11129",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11132",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11135",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11138",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11141",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11144",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11147",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11150",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11153",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11156",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11159",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11162",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11165",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11168",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11171",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11174",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11177",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11180",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11183",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11186",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11189",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11192",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11195",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11198",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11201",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11204",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11207",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11210",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11213",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11216",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11219",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11222",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11225",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11228",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11231",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11234",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11237",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11240",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11243",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11246",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11249",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11252",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11255",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11258",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11261",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11264",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11267",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11270",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11273",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11276",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11279",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11282",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11285",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11288",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11291",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11294",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11297",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11300",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11303",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11306",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11309",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11312",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11315",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11318",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11321",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11324",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11327",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11330",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11333",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11336",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11339",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11342",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11345",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11348",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11351",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11354",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11357",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11360",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11363",1,"10B-1 Ogniwo B"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11366",1,"10B-1 Ogniwo A"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11369",1,"10B-1 Ogniwo A"
"032P","id8507","032P_01.10.00.000_Lancuch_10B-1x956_15176,5","id11372",1,"10B-1 Ogniwo B"
