,is_asm,machine,asm_name,name,biblioteka,par_per_asm
360,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
361,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,"Motoreduktor_CHM_50_7,5_80_B14_V6_CHT_80_D4_1.10_Kw_230-400V-50Hz_1_CHT_MVS_DX_PC_SX","Motoreduktor_CHM_50_7,5_80_B14_V6_CHT_80_D4_1.10_Kw_230-400V-50Hz_1_CHT_MVS_DX_PC_SX",1
362,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
363,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
364,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
365,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
366,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
367,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
368,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
369,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
370,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
371,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
372,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
373,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
374,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
375,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
376,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
377,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
378,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
379,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
380,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
381,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
382,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
383,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
384,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
385,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
386,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
387,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
388,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
389,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
390,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
391,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
392,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
393,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
394,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
395,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
396,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
397,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
398,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
399,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
400,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
401,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
402,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
403,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,"032P_01.07.00.000_Lancuch_10B-1x52_825,5","032P_01.07.00.000_Lancuch_10B-1x52_825,5",1
404,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,"032P_01.07.00.000_Lancuch_10B-1x52_825,5","032P_01.07.00.000_Lancuch_10B-1x52_825,5",1
405,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
406,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
407,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
408,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
409,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
410,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
411,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
412,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
413,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
414,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
415,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
416,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
417,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
418,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
419,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
420,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
421,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
422,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
423,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
424,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
425,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
426,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M12x40_Zn_KL8.8,DIN_933_M12x40_Zn_KL8.8,1
427,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
428,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_934_M16_Zn_KL8,DIN_934_M16_Zn_KL8,1
429,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,20220203-4.02.01.04.00 Koło łańcuch. 2 x 10B-1 z=13,1
430,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
431,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
432,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,032P_01.12.00.000_Kolo_lancuchowe_10B-1_z17_nawrotne,1
433,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.04.00.000_Banda_boczna_krotka,032P_01.04.00.000_Banda_boczna_krotka,1
434,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,"032P_01.10.00.000_Lancuch_10B-1x956_15176,5","032P_01.10.00.000_Lancuch_10B-1x956_15176,5",1
435,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
436,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
437,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
438,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
439,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
440,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
441,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
442,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
443,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
444,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
445,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
446,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
447,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.04.00.000_Banda_boczna_krotka,032P_01.04.00.000_Banda_boczna_krotka,1
448,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.04.00.000_Banda_boczna_krotka,032P_01.04.00.000_Banda_boczna_krotka,1
449,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.04.00.000_Banda_boczna_krotka,032P_01.04.00.000_Banda_boczna_krotka,1
450,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M16_Zn_HV200,DIN_125_M16_Zn_HV200,1
451,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
452,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
453,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
454,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
455,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
456,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
457,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
458,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
459,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
460,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
461,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
462,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
463,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
464,1,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,032P_01.03.00.000_Stopka_M16x150,032P_01.03.00.000_Stopka_M16x150,1
465,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
466,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
467,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
468,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
469,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
470,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
471,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
472,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
473,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
474,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
475,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
476,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
477,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
478,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
479,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
480,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
481,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
482,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
483,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
484,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
485,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
486,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
487,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
488,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
489,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
490,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
491,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
492,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
493,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
494,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
495,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
496,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
497,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_933_M10x30_Zn_KL8.8,DIN_933_M10x30_Zn_KL8.8,1
498,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
499,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_127_M10_Zn_HV200,DIN_127_M10_Zn_HV200,1
500,0,032P_00.00.00.000_Przenosnik_rolkowo_lancuchowy,032P_01.00.00.000_Modul_rolkowy,DIN_125_M10_Zn_HV200,DIN_125_M10_Zn_HV200,1
